# Statistics for trace points from trace_group_id 13
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for GlobalizePositions_Cntl
# results for TS_from_P3ME_AssignCharge_Control
32	8.82638e+07	1.89494e+06	8.5958e+07	9.1698e+07	3200
256	2.30548e+07	791555	2.2087e+07	2.4454e+07	25600
512	1.66747e+07	668907	1.6028e+07	1.7622e+07	51200


# results for TS_from_P3ME_Convolve
32	8.82659e+07	1.96741e+06	8.565e+07	9.1943e+07	3200
256	2.30551e+07	808750	2.2011e+07	2.4568e+07	25600
512	1.66757e+07	688140	1.5983e+07	1.7673e+07	51200


# results for TS_from_P3ME_ForwardFFT_Control
32	8.82639e+07	1.89469e+06	8.5954e+07	9.1698e+07	3200
256	2.30548e+07	791480	2.2087e+07	2.4455e+07	25600
512	1.66747e+07	668859	1.6028e+07	1.7623e+07	51200


# results for TS_from_P3ME_Interpolate_Control
32	8.8267e+07	1.99205e+06	8.5586e+07	9.1982e+07	3200
256	2.30554e+07	801702	2.1988e+07	2.4631e+07	25600
512	1.66756e+07	684821	1.5916e+07	1.7681e+07	51200


# results for TS_from_P3ME_Rev_FFT
32	8.82659e+07	1.97325e+06	8.5651e+07	9.1946e+07	3200
256	2.30551e+07	808815	2.2014e+07	2.4569e+07	25600
512	1.66757e+07	688149	1.5983e+07	1.7673e+07	51200


# results for TS_from_ReduceForces_Cntl
32	8.8267e+07	1.99207e+06	8.5589e+07	9.1988e+07	3200
256	2.30554e+07	802312	2.1983e+07	2.4632e+07	25600
512	1.66756e+07	684842	1.5915e+07	1.7681e+07	51200


# results for TS_from_UDF_KineticEnergy
32	8.82667e+07	1.96781e+06	8.6042e+07	9.1553e+07	3200
256	2.30551e+07	818962	2.1561e+07	2.501e+07	25600
512	1.66761e+07	686456	1.6043e+07	1.7584e+07	51200


# results for TS_from_UDF_StdHarmonicBondForce
32	8.82133e+07	1.95567e+06	8.6014e+07	9.1545e+07	3200
256	2.30384e+07	792004	2.2074e+07	2.4262e+07	25600
512	1.66609e+07	683350	1.6046e+07	1.758e+07	51200


# results for TS_from_UDF_UpdatePosition
32	8.82356e+07	1.95357e+06	8.6037e+07	9.1559e+07	3168
256	2.30454e+07	817211	2.1561e+07	2.5011e+07	25344
512	1.6667e+07	683930	1.6043e+07	1.7586e+07	50688


# results for TS_from_UDF_UpdateVelocity
32	4.43058e+07	4.00068e+07	3.913e+06	8.7607e+07	7328
256	1.15752e+07	1.09477e+07	470000	2.4524e+07	58624
512	8.37146e+06	8.00802e+06	192000	1.7387e+07	117248


# results for TS_from_UDF_WaterSPCRattle
32	8.82871e+07	1.96707e+06	8.6046e+07	9.1548e+07	3168
256	2.30619e+07	820019	2.156e+07	2.501e+07	25344
512	1.66824e+07	687043	1.6065e+07	1.7583e+07	50688


# results for TS_from_UDF_WaterSPCShake
32	8.82356e+07	1.95354e+06	8.6042e+07	9.1553e+07	3168
256	2.30454e+07	817193	2.156e+07	2.5009e+07	25344
512	1.6667e+07	683932	1.6043e+07	1.7584e+07	50688


