# Statistics for trace points from trace_group_id 4
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# results for GlobalizePositions_Cntl
512	1.78942e+07	678454	1.7085e+07	1.904e+07	51200


# results for TS_from_P3ME_Convolve
32	9.0176e+07	1.92564e+06	8.7235e+07	9.4185e+07	3200
256	2.30863e+07	802483	2.2008e+07	2.4447e+07	25600
512	1.78949e+07	693645	1.7041e+07	1.9131e+07	51200


# results for TS_from_P3ME_ForwardFFT_Control
32	9.01749e+07	1.90742e+06	8.766e+07	9.4016e+07	3200
256	2.30851e+07	784623	2.212e+07	2.4328e+07	25600
512	1.78942e+07	678302	1.7085e+07	1.9039e+07	51200


# results for TS_from_P3ME_Interpolate_Control
32	9.01772e+07	1.95024e+06	8.7262e+07	9.4154e+07	3200
256	2.30862e+07	794368	2.2059e+07	2.4427e+07	25600
512	1.78949e+07	693440	1.7007e+07	1.9102e+07	51200


# results for TS_from_P3ME_Rev_FFT
32	9.0176e+07	1.92961e+06	8.7237e+07	9.419e+07	3200
256	2.30863e+07	802579	2.1998e+07	2.4457e+07	25600
512	1.78949e+07	693657	1.7041e+07	1.9131e+07	51200


# results for TS_from_ReduceForces_Cntl
32	9.01772e+07	1.9503e+06	8.7258e+07	9.4153e+07	3200
256	2.30862e+07	794949	2.2059e+07	2.443e+07	25600
512	1.78949e+07	693454	1.7006e+07	1.9103e+07	51200


# results for TS_from_UDF_KineticEnergy
32	9.01757e+07	1.9591e+06	8.7137e+07	9.4188e+07	3200
256	2.3086e+07	812193	2.1451e+07	2.4924e+07	25600
512	1.78946e+07	731842	1.6425e+07	1.9659e+07	51200


# results for TS_from_UDF_StdHarmonicBondForce
32	9.01243e+07	1.90074e+06	8.7638e+07	9.3602e+07	3200
256	2.30687e+07	794028	2.2162e+07	2.4377e+07	25600
512	1.78803e+07	680370	1.7058e+07	1.8964e+07	51200


# results for TS_from_UDF_UpdatePosition
32	9.01433e+07	1.94271e+06	8.7139e+07	9.4182e+07	3168
256	2.30745e+07	807963	2.145e+07	2.4924e+07	25344
512	1.78854e+07	729570	1.6425e+07	1.9658e+07	50688


# results for TS_from_UDF_UpdateVelocity
32	4.52621e+07	4.09588e+07	3.847e+06	9.0072e+07	7328
256	1.15884e+07	1.09605e+07	470000	2.4408e+07	58624
512	8.98441e+06	8.61818e+06	191000	1.9335e+07	117248


# results for TS_from_UDF_WaterSPCRattle
32	9.01984e+07	1.95543e+06	8.7139e+07	9.4191e+07	3168
256	2.30933e+07	812789	2.1449e+07	2.4925e+07	25344
512	1.79e+07	733223	1.6424e+07	1.9659e+07	50688


# results for TS_from_UDF_WaterSPCShake
32	9.01434e+07	1.94266e+06	8.7136e+07	9.4186e+07	3168
256	2.30745e+07	807955	2.1451e+07	2.4924e+07	25344
512	1.78854e+07	729589	1.6425e+07	1.9659e+07	50688


