# Statistics for grouped trace points from trace_group_id 30
# All times are in nanoseconds
# Phase 4 data on 43K system (Rhodopsin) taken by Maria Eleftheriou on 4/5/2005
# column 1: node count
# column 2: average
# column 3: std. dev.
# column 4: min()
# column 5: max()
# column 6: count()
# column 7: min_dev (from avg, computed for each ts)
# column 8: max_dev (from avg, computed for each ts)
#
#
# index = 0 for label UDF_UpdateVelocity 
128 	972876.0 	334839.0 	93000.0 	1816000.0 	12800 	-1053620.0 	877648.0
512 	564428.0 	148299.0 	33000.0 	1204000.0 	51200 	None 	None
1024 	477009.0 	183345.0 	23999.0 	1500000.0 	102400 	None 	None
2048 	444192.0 	154585.0 	20000.0 	1374000.0 	204800 	None 	None
4096 	388288.0 	105193.0 	17000.0 	1455000.0 	409600 	-547796.0 	896253.0
4096 	682787.0 	228440.0 	17000.0 	4233000.0 	409600 	-964582.0 	3389350.0


# index = 12 for label P3ME_Interpolate_Control 
32 	6010420.0 	436028.0 	4390000.0 	9250000.0 	3200 	-1558840.0 	3080160.0
128 	1576400.0 	71854.4 	1300000.0 	2523000.0 	12800 	-259867.0 	952312.0
512 	412165.0 	32311.0 	190000.0 	675000.0 	51200 	None 	None
1024 	205188.0 	26776.2 	4000.0 	394001.0 	102400 	None 	None
2048 	102408.0 	11483.9 	11000.0 	206000.0 	204800 	None 	None
# 4096 	61425.1 	7668.37 	4000.0 	111000.0 	409600 	-57588.9 	49695.8
4096 	57244.8 	7738.98 	4000.0 	126000.0 	409600 	-53368.2 	68869.1


# index = 13 for label UDF_WaterTIP3PShake 
32 	2245430.0 	280465.0 	1771000.0 	2702000.0 	3200 	-473906.0 	457031.0
128 	582248.0 	84993.7 	406000.0 	774000.0 	12800 	-176500.0 	191766.0
512 	150886.0 	24881.8 	87000.0 	246000.0 	51200 	None 	None
1024 	84226.0 	15364.9 	32000.0 	146999.0 	102400 	None 	None
2048 	49171.4 	10552.7 	13000.0 	93000.0 	204800 	None 	None
4096 	29842.0 	8037.85 	6000.0 	67000.0 	409600 	-23950.2 	37195.3
4096 	29914.9 	8779.31 	6000.0 	62000.0 	409600 	-24166.7 	32125.5


# index = 14 for label P3ME_Convolve 
32 	11750900.0 	None 	11675000.0 	12070000.0 	3200 	-73875.0 	270219.0
128 	2874300.0 	None 	2850000.0 	2916000.0 	12800 	-15820.3 	15304.7
512 	484137.0 	3002.89 	479000.0 	545000.0 	51200 	None 	None
1024 	249215.0 	666.55 	246999.0 	258001.0 	102400 	None 	None
2048 	115406.0 	2715.72 	109000.0 	124000.0 	204800 	None 	None
4096 	53674.5 	468.111 	53000.0 	56000.0 	409600 	-806.396 	2385.5
4096 	53932.3 	327.92 	53000.0 	56000.0 	409600 	-1068.85 	2095.7


# index = 15 for label UDF_WaterTIP3PRattle 
32 	3608110.0 	1742380.0 	1331000.0 	5722000.0 	3200 	-2275220.0 	2116780.0
128 	917300.0 	428995.0 	363000.0 	1630000.0 	12800 	-554211.0 	713578.0
512 	235861.0 	124631.0 	56000.0 	618000.0 	51200 	None 	None
1024 	125067.0 	70146.9 	23999.0 	347000.0 	102400 	None 	None
2048 	69140.0 	36880.5 	13000.0 	209000.0 	204800 	None 	None
4096 	39812.3 	23764.2 	6000.0 	146000.0 	409600 	-34203.6 	106259.0
4096 	40036.4 	22829.2 	6000.0 	155000.0 	409600 	-34176.0 	115034.0


# index = 16 for label P3ME_ForwardFFT_Control 
32 	53525000.0 	10679100.0 	39137000.0 	69804000.0 	3200 	-14661100.0 	15872800.0
128 	18301900.0 	2878770.0 	12603000.0 	22712000.0 	12800 	-5831190.0 	4223120.0
512 	4551390.0 	707303.0 	3041000.0 	5694000.0 	51200 	None 	None
1024 	3163600.0 	355076.0 	1972000.0 	3954000.0 	102400 	None 	None
2048 	1997560.0 	139985.0 	1343000.0 	2565000.0 	204800 	None 	None
4096 	2086730.0 	138306.0 	1369000.0 	2504000.0 	409600 	-746755.0 	356123.0
# 4096 	2322990.0 	194340.0 	1458000.0 	3101000.0 	409600 	-1061560.0 	741571.0


# index = 17 for label P2_NSQ_Control 
32 	187577.0 	244988.0 	16000.0 	871000.0 	3200 	-118844.0 	146000.0
128 	46443.3 	48156.8 	16000.0 	250000.0 	12800 	-45054.7 	90187.5
512 	26279.6 	12691.8 	16000.0 	76000.0 	51200 	None 	None
1024 	23226.2 	6874.22 	15999.0 	51000.0 	102400 	None 	None
2048 	19754.7 	3355.65 	16000.0 	37000.0 	204800 	None 	None
4096 	18950.9 	2072.44 	16000.0 	30000.0 	409600 	-6475.83 	7525.88
# 4096 	19626.0 	2161.44 	16000.0 	33000.0 	409600 	-6053.22 	9946.78


# index = 18 for label P3ME_BuildFragmentList 
32 	995160.0 	1298200.0 	4000.0 	3699000.0 	3200 	-366562.0 	764250.0
128 	336761.0 	534862.0 	4000.0 	1680000.0 	12800 	-44023.4 	322305.0
512 	170102.0 	232134.0 	4000.0 	714000.0 	51200 	None 	None
1024 	158656.0 	191584.0 	3999.0 	537000.0 	102400 	None 	None
2048 	85170.3 	124492.0 	3000.0 	378000.0 	204800 	None 	None
4096 	86291.3 	108321.0 	3000.0 	307000.0 	409600 	-165066.0 	55934.3
4096 	90973.1 	107152.0 	3000.0 	301000.0 	409600 	-84136.0 	60655.3


# index = 19 for label P2_Simtick_Loop_Control 
32 	364596000.0 	185028000.0 	281459000.0 	900077000.0 	3200 	-2123840.0 	2819160.0
128 	91125400.0 	44602900.0 	74733000.0 	253704000.0 	12800 	-857203.0 	751797.0
512 	25265300.0 	8273460.0 	21262000.0 	50777000.0 	51200 	None 	None
1024 	18449000.0 	8174540.0 	14256000.0 	40312000.0 	102400 	None 	None
2048 	10217100.0 	3837140.0 	8446000.0 	23804000.0 	204800 	None 	None
# 4096 	13500400.0 	3557350.0 	10769000.0 	25950000.0 	409600 	-3098270.0 	1931340.0
4096 	8958990.0 	2468260.0 	7618000.0 	16820000.0 	409600 	-761133.0 	494867.0


# index = 20 for label GlobalizePositions_Cntl 
32 	7538480.0 	1363470.0 	6616000.0 	12558000.0 	3200 	-1296250.0 	1244720.0
128 	4849010.0 	1477960.0 	4050000.0 	10565000.0 	12800 	-622586.0 	374016.0
512 	1160490.0 	285007.0 	971000.0 	2266000.0 	51200 	None 	None
1024 	1975850.0 	492038.0 	1494000.0 	3507000.0 	102400 	None 	None
2048 	1779430.0 	372351.0 	1411000.0 	3164000.0 	204800 	None 	None
4096 	1803050.0 	523759.0 	1432000.0 	3254000.0 	409600 	-268607.0 	251142.0
# 4096 	3677570.0 	903662.0 	2788000.0 	6518000.0 	409600 	-809730.0 	433222.0


